,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size,shuffle
0,1,1,0.566484306305647,0.78135,12.335363149642944,13.946926593780518,0.01,100,True
1,2,1,0.5984889107942581,0.7726333333333333,12.595264911651611,12.72773790359497,0.01,100,False
2,3,1,0.98911485572656,0.6309333333333333,8.670411586761475,9.44655442237854,0.01,1000,True
3,4,1,1.014751488963763,0.61235,8.615301132202148,9.350988388061523,0.01,1000,False
4,5,1,0.726720260878404,0.7343333333333333,12.544043779373169,12.744592905044556,0.001,100,True
5,6,1,0.7700396439433098,0.7134833333333334,11.851344108581543,12.030288457870483,0.001,100,False
6,7,1,1.447426012158394,0.50435,8.703633785247803,9.5764479637146,0.001,1000,True
7,8,1,1.520326586564382,0.5015666666666667,8.1310396194458,8.875242233276367,0.001,1000,False
